Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","442","Luxembourg","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","45178.123345","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","442","Luxembourg","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","9.169716","E","Valeur estimée",""
"MK","Indicateurs macro","442","Luxembourg","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","45471.075814","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","442","Luxembourg","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","0.648439","E","Valeur estimée",""
"MK","Indicateurs macro","442","Luxembourg","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","46920.813057","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","442","Luxembourg","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","3.188262","E","Valeur estimée",""
"MK","Indicateurs macro","807","Macédoine du Nord","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","12683.068033","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","807","Macédoine du Nord","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","12.169447","E","Valeur estimée",""
"MK","Indicateurs macro","807","Macédoine du Nord","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","12547.045163","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","807","Macédoine du Nord","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","-1.072476","E","Valeur estimée",""
"MK","Indicateurs macro","807","Macédoine du Nord","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","12263.699877","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","807","Macédoine du Nord","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-2.258263","E","Valeur estimée",""
"MK","Indicateurs macro","807","Macédoine du Nord","6110","Valeur US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2018","2018","millions","382.476985","E","Valeur estimée",""
"MK","Indicateurs macro","807","Macédoine du Nord","6103","Part du PIB US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2018","2018","%","3.01565","E","Valeur estimée",""
"MK","Indicateurs macro","807","Macédoine du Nord","6129","Croissance annuelle US$","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2018","2018","%","18.798974","E","Valeur estimée",""
"MK","Indicateurs macro","807","Macédoine du Nord","6110","Valeur US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2019","2019","millions","268.671417","E","Valeur estimée",""
"MK","Indicateurs macro","807","Macédoine du Nord","6103","Part du PIB US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2019","2019","%","2.141312","E","Valeur estimée",""
"MK","Indicateurs macro","807","Macédoine du Nord","6129","Croissance annuelle US$","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2019","2019","%","-29.75488","E","Valeur estimée",""
"MK","Indicateurs macro","807","Macédoine du Nord","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","12151.378278","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","807","Macédoine du Nord","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","11.898964","E","Valeur estimée",""
"MK","Indicateurs macro","807","Macédoine du Nord","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","11965.414947","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","807","Macédoine du Nord","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","-1.530389","E","Valeur estimée",""
"MK","Indicateurs macro","807","Macédoine du Nord","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","11695.204401","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","807","Macédoine du Nord","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-2.258263","E","Valeur estimée",""
"MK","Indicateurs macro","450","Madagascar","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","13760.033283","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","450","Madagascar","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","4.430068","E","Valeur estimée",""
"MK","Indicateurs macro","450","Madagascar","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","14104.664678","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","450","Madagascar","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","2.504583","E","Valeur estimée",""
"MK","Indicateurs macro","450","Madagascar","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","13008.307332","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","450","Madagascar","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-7.773012","E","Valeur estimée",""
"MK","Indicateurs macro","450","Madagascar","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","13302.674896","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","450","Madagascar","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","3.792306","E","Valeur estimée",""
"MK","Indicateurs macro","450","Madagascar","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","13586.639775","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","450","Madagascar","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","2.134645","E","Valeur estimée",""
"MK","Indicateurs macro","450","Madagascar","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","12530.548569","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","450","Madagascar","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-7.773012","E","Valeur estimée",""
"MK","Indicateurs macro","458","Malaisie","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","358712.377998","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","458","Malaisie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","12.410575","E","Valeur estimée",""
"MK","Indicateurs macro","458","Malaisie","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","364684.031843","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","458","Malaisie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","1.664747","E","Valeur estimée",""
"MK","Indicateurs macro","458","Malaisie","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","336664.428284","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","458","Malaisie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-7.683255","E","Valeur estimée",""
"MK","Indicateurs macro","458","Malaisie","6110","Valeur US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2018","2018","millions","9679.469511","E","Valeur estimée",""
"MK","Indicateurs macro","458","Malaisie","6103","Part du PIB US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2018","2018","%","2.698393","E","Valeur estimée",""
"MK","Indicateurs macro","458","Malaisie","6129","Croissance annuelle US$","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2018","2018","%","10.797609","E","Valeur estimée",""
"MK","Indicateurs macro","458","Malaisie","6110","Valeur US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2019","2019","millions","9799.494088","E","Valeur estimée",""
"MK","Indicateurs macro","458","Malaisie","6103","Part du PIB US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2019","2019","%","2.687119","E","Valeur estimée",""
"MK","Indicateurs macro","458","Malaisie","6129","Croissance annuelle US$","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2019","2019","%","1.239991","E","Valeur estimée",""
"MK","Indicateurs macro","458","Malaisie","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","347539.954193","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","458","Malaisie","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","12.06638","E","Valeur estimée",""
"MK","Indicateurs macro","458","Malaisie","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","354963.487682","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","458","Malaisie","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","2.136023","E","Valeur estimée",""
"MK","Indicateurs macro","458","Malaisie","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","330425.171325","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","458","Malaisie","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-6.912913","E","Valeur estimée",""
"MK","Indicateurs macro","454","Malawi","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","9877.060547","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","454","Malawi","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","10.437884","E","Valeur estimée",""
"MK","Indicateurs macro","454","Malawi","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","11146.123699","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","454","Malawi","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","12.848591","E","Valeur estimée",""
"MK","Indicateurs macro","454","Malawi","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","11762.387765","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","454","Malawi","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","5.528954","E","Valeur estimée",""
"MK","Indicateurs macro","454","Malawi","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","9709.482409","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","454","Malawi","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","10.49375","E","Valeur estimée",""
"MK","Indicateurs macro","454","Malawi","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","10959.660301","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","454","Malawi","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","12.875845","E","Valeur estimée",""
"MK","Indicateurs macro","454","Malawi","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","11574.535375","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","454","Malawi","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","5.610348","E","Valeur estimée",""
"MK","Indicateurs macro","462","Maldives","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","5300.958485","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","462","Maldives","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","11.500874","E","Valeur estimée",""
"MK","Indicateurs macro","462","Maldives","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","5607.747339","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","462","Maldives","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","5.787422","E","Valeur estimée",""
"MK","Indicateurs macro","462","Maldives","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","3742.777384","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","462","Maldives","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-33.257025","E","Valeur estimée",""
"MK","Indicateurs macro","462","Maldives","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","4808.152393","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","462","Maldives","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","9.817847","E","Valeur estimée",""
"MK","Indicateurs macro","462","Maldives","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","5051.011","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","462","Maldives","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","5.050976","E","Valeur estimée",""
"MK","Indicateurs macro","462","Maldives","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","3491.177466","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","462","Maldives","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-30.88161","E","Valeur estimée",""
"MK","Indicateurs macro","466","Mali","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","17070.867578","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","466","Mali","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","11.097139","E","Valeur estimée",""
"MK","Indicateurs macro","466","Mali","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","17281.795532","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","466","Mali","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","1.235602","E","Valeur estimée",""
"MK","Indicateurs macro","466","Mali","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","17331.942493","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","466","Mali","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","0.290172","E","Valeur estimée",""
"MK","Indicateurs macro","466","Mali","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","16560.733422","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","466","Mali","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","11.408931","E","Valeur estimée",""
"MK","Indicateurs macro","466","Mali","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","16670.693325","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","466","Mali","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","0.66398","E","Valeur estimée",""
"MK","Indicateurs macro","466","Mali","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","16689.761101","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","466","Mali","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","0.114379","E","Valeur estimée",""
"MK","Indicateurs macro","470","Malte","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","15328.317155","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","470","Malte","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","13.456451","E","Valeur estimée",""
"MK","Indicateurs macro","470","Malte","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","15725.930124","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","470","Malte","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","2.593977","E","Valeur estimée",""
"MK","Indicateurs macro","470","Malte","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","14911.255983","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","470","Malte","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-5.180451","E","Valeur estimée",""
"MK","Indicateurs macro","470","Malte","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","14210.425616","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","470","Malte","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","16.841418","E","Valeur estimée",""
"MK","Indicateurs macro","470","Malte","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","14566.602322","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","470","Malte","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","2.506446","E","Valeur estimée",""
"MK","Indicateurs macro","470","Malte","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","13584.138324","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","470","Malte","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-6.744634","E","Valeur estimée",""
"MK","Indicateurs macro","504","Maroc","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","118096.19694","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","504","Maroc","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","7.670709","E","Valeur estimée",""
"MK","Indicateurs macro","504","Maroc","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","119870.737017","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","504","Maroc","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","1.502623","E","Valeur estimée",""
"MK","Indicateurs macro","504","Maroc","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","114724.493617","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","504","Maroc","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-4.293161","E","Valeur estimée",""
"MK","Indicateurs macro","504","Maroc","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","115794.602622","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","504","Maroc","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","7.683123","E","Valeur estimée",""
"MK","Indicateurs macro","504","Maroc","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","117528.029133","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","504","Maroc","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","1.496984","E","Valeur estimée",""
"MK","Indicateurs macro","504","Maroc","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","113026.667017","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","504","Maroc","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-3.830033","E","Valeur estimée",""
"MK","Indicateurs macro","480","Maurice","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","14181.930162","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","480","Maurice","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","6.957974","E","Valeur estimée",""
"MK","Indicateurs macro","480","Maurice","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","14045.808217","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","480","Maurice","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","-0.959827","E","Valeur estimée",""
"MK","Indicateurs macro","480","Maurice","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","10920.598909","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","480","Maurice","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-22.250121","E","Valeur estimée",""
"MK","Indicateurs macro","480","Maurice","6110","Valeur US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2018","2018","millions","630.326692","E","Valeur estimée",""
"MK","Indicateurs macro","480","Maurice","6103","Part du PIB US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2018","2018","%","4.444576","E","Valeur estimée",""
"MK","Indicateurs macro","480","Maurice","6129","Croissance annuelle US$","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2018","2018","%","2.713317","E","Valeur estimée",""
"MK","Indicateurs macro","480","Maurice","6110","Valeur US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2019","2019","millions","603.267502","E","Valeur estimée",""
"MK","Indicateurs macro","480","Maurice","6103","Part du PIB US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2019","2019","%","4.295","E","Valeur estimée",""
"MK","Indicateurs macro","480","Maurice","6129","Croissance annuelle US$","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2019","2019","%","-4.292883","E","Valeur estimée",""
"MK","Indicateurs macro","480","Maurice","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","14384.006644","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","480","Maurice","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","7.294771","E","Valeur estimée",""
"MK","Indicateurs macro","480","Maurice","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","14381.828811","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","480","Maurice","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","-0.015141","E","Valeur estimée",""
"MK","Indicateurs macro","480","Maurice","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","11088.439246","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","480","Maurice","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-22.899658","E","Valeur estimée",""
"MK","Indicateurs macro","478","Mauritanie","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","7352.533586","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","478","Mauritanie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","8.123332","E","Valeur estimée",""
"MK","Indicateurs macro","478","Mauritanie","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","7889.655285","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","478","Mauritanie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","7.30526","E","Valeur estimée",""
"MK","Indicateurs macro","478","Mauritanie","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","7915.985515","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","478","Mauritanie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","0.333731","E","Valeur estimée",""
"MK","Indicateurs macro","478","Mauritanie","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","7312.418423","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","478","Mauritanie","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","9.093751","E","Valeur estimée",""
"MK","Indicateurs macro","478","Mauritanie","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","7789.769303","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","478","Mauritanie","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","6.527948","E","Valeur estimée",""
"MK","Indicateurs macro","478","Mauritanie","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","7815.766182","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","478","Mauritanie","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","0.333731","E","Valeur estimée",""
"MK","Indicateurs macro","484","Mexique","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","1222346.160729","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","484","Mexique","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","5.473595","E","Valeur estimée",""
"MK","Indicateurs macro","484","Mexique","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","1268868.331537","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","484","Mexique","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","3.805973","E","Valeur estimée",""
"MK","Indicateurs macro","484","Mexique","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","1073438.817379","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","484","Mexique","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-15.401875","E","Valeur estimée",""
"MK","Indicateurs macro","484","Mexique","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","1189365.636323","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","484","Mexique","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","5.363427","E","Valeur estimée",""
"MK","Indicateurs macro","484","Mexique","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","1232368.361576","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","484","Mexique","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","3.615602","E","Valeur estimée",""
"MK","Indicateurs macro","484","Mexique","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","1035765.037331","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","484","Mexique","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-15.953292","E","Valeur estimée",""
"MK","Indicateurs macro","583","Micronésie (États fédérés de)","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","401.932279","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","583","Micronésie (États fédérés de)","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","9.617852","E","Valeur estimée",""
"MK","Indicateurs macro","583","Micronésie (États fédérés de)","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","408.0606","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","583","Micronésie (États fédérés de)","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","1.524715","E","Valeur estimée",""
"MK","Indicateurs macro","583","Micronésie (États fédérés de)","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","402.564767","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","583","Micronésie (États fédérés de)","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-1.346818","E","Valeur estimée",""
"MK","Indicateurs macro","583","Micronésie (États fédérés de)","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","412.197419","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","583","Micronésie (États fédérés de)","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","-1.04603","E","Valeur estimée",""
"MK","Indicateurs macro","583","Micronésie (États fédérés de)","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","455.844483","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","583","Micronésie (États fédérés de)","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","10.588874","E","Valeur estimée",""
"MK","Indicateurs macro","583","Micronésie (États fédérés de)","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","452.794766","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","583","Micronésie (États fédérés de)","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-0.669026","E","Valeur estimée",""
"MK","Indicateurs macro","492","Monaco","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","7194.313464","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","492","Monaco","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","11.864479","E","Valeur estimée",""
"MK","Indicateurs macro","492","Monaco","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","7383.941919","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","492","Monaco","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","2.63581","E","Valeur estimée",""
"MK","Indicateurs macro","492","Monaco","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","6816.1695","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","492","Monaco","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-7.689286","E","Valeur estimée",""
"MK","Indicateurs macro","492","Monaco","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","7194.313464","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","492","Monaco","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","11.864479","E","Valeur estimée",""
"MK","Indicateurs macro","492","Monaco","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","7383.941919","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","492","Monaco","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","2.63581","E","Valeur estimée",""
"MK","Indicateurs macro","492","Monaco","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","6816.1695","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","492","Monaco","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-7.689286","E","Valeur estimée",""
