Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","0.507615","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","98808.01","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-8.602507","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2018","2018","millions","8583.544805","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6103","Part du PIB US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2018","2018","%","7.98009","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2018","2018","%","9.909854","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2019","2019","millions","7842.069165","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6103","Part du PIB US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2019","2019","%","7.253921","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2019","2019","%","-8.638338","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","104605.438","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","2.697113","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","104934.502","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","0.314576","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","95950.843","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-8.561206","E","Valeur estimée",""
"MK","Indicateurs macro","232","Érythrée","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","2005.658375","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","232","Érythrée","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","5.341035","E","Valeur estimée",""
"MK","Indicateurs macro","232","Érythrée","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","1981.857048","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","232","Érythrée","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","-1.186709","E","Valeur estimée",""
"MK","Indicateurs macro","232","Érythrée","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","2083.927324","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","232","Érythrée","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","5.150234","E","Valeur estimée",""
"MK","Indicateurs macro","232","Érythrée","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","1982.788579","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","232","Érythrée","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","5.341035","E","Valeur estimée",""
"MK","Indicateurs macro","232","Érythrée","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","1959.25865","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","232","Érythrée","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","-1.186709","E","Valeur estimée",""
"MK","Indicateurs macro","232","Érythrée","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","2060.165056","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","232","Érythrée","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","5.150234","E","Valeur estimée",""
"MK","Indicateurs macro","724","Espagne","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","1420994.142512","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","724","Espagne","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","8.26298","E","Valeur estimée",""
"MK","Indicateurs macro","724","Espagne","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","1393046.093137","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","724","Espagne","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","-1.966796","E","Valeur estimée",""
"MK","Indicateurs macro","724","Espagne","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","1281484.640044","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","724","Espagne","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-8.008454","E","Valeur estimée",""
"MK","Indicateurs macro","724","Espagne","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","1424746.03499","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","724","Espagne","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","8.508392","E","Valeur estimée",""
"MK","Indicateurs macro","724","Espagne","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","1395571.627631","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","724","Espagne","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","-2.047692","E","Valeur estimée",""
"MK","Indicateurs macro","724","Espagne","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","1289015.13899","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","724","Espagne","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-7.635329","E","Valeur estimée",""
"MK","Indicateurs macro","233","Estonie","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","30489.500905","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","233","Estonie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","13.241215","E","Valeur estimée",""
"MK","Indicateurs macro","233","Estonie","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","31045.591753","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","233","Estonie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","1.823877","E","Valeur estimée",""
"MK","Indicateurs macro","233","Estonie","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","30650.285472","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","233","Estonie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-1.273309","E","Valeur estimée",""
"MK","Indicateurs macro","233","Estonie","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","29849.333808","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","233","Estonie","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","13.65865","E","Valeur estimée",""
"MK","Indicateurs macro","233","Estonie","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","30466.722679","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","233","Estonie","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","2.068351","E","Valeur estimée",""
"MK","Indicateurs macro","233","Estonie","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","30367.796388","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","233","Estonie","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-0.324703","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","4665.138448","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","748","Eswatini","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","5.989112","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","4471.045112","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","748","Eswatini","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","-4.160505","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","3835.240301","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","748","Eswatini","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-14.220496","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","4344.881182","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","748","Eswatini","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","5.804447","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","4018.204741","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","748","Eswatini","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","-7.518651","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","3631.088663","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","748","Eswatini","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-9.634056","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","20527159","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","5.377599","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","21372582","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","4.118558","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","20893746","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-2.240422","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","20946778","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","5.296844","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","21708650","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","3.63718","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","21286637","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-1.943985","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","80210.345965","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","231","Éthiopie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","4.448012","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","92561.902026","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","231","Éthiopie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","15.398956","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","96611.022699","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","231","Éthiopie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","4.3745","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","79851.21931","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","231","Éthiopie","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","4.601547","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","91992.897639","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","231","Éthiopie","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","15.205376","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","96087.943897","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","231","Éthiopie","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","4.451481","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","1657327.992388","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","643","Fédération de Russie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","5.280692","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","1687449.693108","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","643","Fédération de Russie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","1.817486","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","1483497.644259","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","643","Fédération de Russie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-12.086408","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","1616936.123673","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","643","Fédération de Russie","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","5.53407","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","1633929.106073","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","643","Fédération de Russie","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","1.050937","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","1448704.480036","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","643","Fédération de Russie","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-11.336148","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","5581.399255","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","242","Fidji","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","4.257174","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","5496.254429","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","242","Fidji","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","-1.52551","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","4494.085849","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","242","Fidji","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-18.233664","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","5221.618057","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","242","Fidji","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","5.906809","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","5045.550549","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","242","Fidji","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","-3.371896","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","4114.590754","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","242","Fidji","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-18.451104","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","275715.087495","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","246","Finlande","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","7.849508","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","268782.47138","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","246","Finlande","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","-2.514413","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","269751.312854","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","246","Finlande","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","0.360456","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","276822.822825","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","246","Finlande","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","8.22877","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","270141.513435","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","246","Finlande","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","-2.413569","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","274361.21635","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","246","Finlande","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","1.562034","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","2790956.878747","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","250","France","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","7.545065","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","2728870.246706","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","250","France","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","-2.224564","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","2630317.731455","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","250","France","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-3.611477","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","2855661.376339","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","250","France","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","7.606291","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","2787416.52462","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","250","France","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","-2.389809","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","2671813.716093","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","250","France","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-4.14731","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","16867.33232","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","266","Gabon","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","12.978779","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","16874.40546","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","266","Gabon","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","0.041934","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","15111.382021","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","266","Gabon","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-10.447914","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","15759.690642","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","266","Gabon","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","12.682888","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","15511.093046","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","266","Gabon","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","-1.577427","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","14055.227296","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","266","Gabon","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-9.385965","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","1670.686436","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","270","Gambie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","11.012452","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","1805.852806","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","270","Gambie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","8.090469","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","1830.414409","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","270","Gambie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","1.360111","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","1641.486948","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","270","Gambie","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","11.16259","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","1776.06056","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","270","Gambie","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","8.198275","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","1795.452352","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","270","Gambie","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","1.091843","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","17599.58539","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","268","Géorgie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","8.353903","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","17476.97647","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","268","Géorgie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","-0.696658","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","15891.603714","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","268","Géorgie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-9.071207","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","6110","Valeur US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2018","2018","millions","610.748805","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","6103","Part du PIB US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2018","2018","%","3.470245","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","6129","Croissance annuelle US$","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2018","2018","%","2.408563","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","6110","Valeur US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2019","2019","millions","608.687572","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","6103","Part du PIB US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2019","2019","%","3.482797","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","6129","Croissance annuelle US$","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2019","2019","%","-0.337493","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","6110","Valeur US $","22011","Revenu national brut","2018","2018","millions","16914.927096","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","268","Géorgie","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","9.501269","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","6110","Valeur US $","22011","Revenu national brut","2019","2019","millions","16699.067014","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","268","Géorgie","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","-1.276151","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","6110","Valeur US $","22011","Revenu national brut","2020","2020","millions","15136.93743","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","268","Géorgie","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-9.354592","E","Valeur estimée",""
"MK","Indicateurs macro","288","Ghana","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","millions","67277.027642","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","288","Ghana","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","11.380224","E","Valeur estimée",""
"MK","Indicateurs macro","288","Ghana","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","millions","68353.477449","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","288","Ghana","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","1.600026","E","Valeur estimée",""
"MK","Indicateurs macro","288","Ghana","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","millions","68532.179747","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","288","Ghana","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","0.261438","E","Valeur estimée",""
