Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","5511","Production","S2734","Viande de Volailles","2020","2020","Milliers de tonnes","28","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","5611","Importations - Quantité","S2734","Viande de Volailles","2019","2019","Milliers de tonnes","44","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","5611","Importations - Quantité","S2734","Viande de Volailles","2020","2020","Milliers de tonnes","36","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","5142","Nourriture","S2734","Viande de Volailles","2019","2019","Milliers de tonnes","69","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","5142","Nourriture","S2734","Viande de Volailles","2020","2020","Milliers de tonnes","67","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2019","2019","million kcal","87352.56","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2020","2020","million kcal","85013.52","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","671","Disponibilité de protéines en quantité (g)","S2734","Viande de Volailles","2019","2019","g","8931.44","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","671","Disponibilité de protéines en quantité (g)","S2734","Viande de Volailles","2020","2020","g","8682.22","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","5511","Production","S2735","Viande, Autre","2019","2019","Milliers de tonnes","12","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","5511","Production","S2735","Viande, Autre","2020","2020","Milliers de tonnes","12","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","5611","Importations - Quantité","S2735","Viande, Autre","2019","2019","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","5611","Importations - Quantité","S2735","Viande, Autre","2020","2020","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","5142","Nourriture","S2735","Viande, Autre","2019","2019","Milliers de tonnes","12","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","5142","Nourriture","S2735","Viande, Autre","2020","2020","Milliers de tonnes","12","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","661","Disponibilité alimentaire (Kcal)","S2735","Viande, Autre","2019","2019","million kcal","14683.82","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","661","Disponibilité alimentaire (Kcal)","S2735","Viande, Autre","2020","2020","million kcal","14889.78","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","671","Disponibilité de protéines en quantité (g)","S2735","Viande, Autre","2019","2019","g","1905.9","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","671","Disponibilité de protéines en quantité (g)","S2735","Viande, Autre","2020","2020","g","1925.04","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","5511","Production","S2744","Oeufs","2019","2019","Milliers de tonnes","20","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","5511","Production","S2744","Oeufs","2020","2020","Milliers de tonnes","20","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","5611","Importations - Quantité","S2744","Oeufs","2019","2019","Milliers de tonnes","19","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","5611","Importations - Quantité","S2744","Oeufs","2020","2020","Milliers de tonnes","27","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","5142","Nourriture","S2744","Oeufs","2019","2019","Milliers de tonnes","34","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","5142","Nourriture","S2744","Oeufs","2020","2020","Milliers de tonnes","43","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","661","Disponibilité alimentaire (Kcal)","S2744","Oeufs","2019","2019","million kcal","49767.54","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","661","Disponibilité alimentaire (Kcal)","S2744","Oeufs","2020","2020","million kcal","65103.71","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","671","Disponibilité de protéines en quantité (g)","S2744","Oeufs","2019","2019","g","3683.7","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","004","Afghanistan","671","Disponibilité de protéines en quantité (g)","S2744","Oeufs","2020","2020","g","4725.47","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","511","Population totale","S2501","Population","2019","2019","1000 personnes","58558.27","X","Ciffre de sources internationales"
"FBS","Bilans Alimentaires (2010-)","710","Afrique du Sud","511","Population totale","S2501","Population","2020","2020","1000 personnes","59308.69","X","Ciffre de sources internationales"
